Index,Name,Year,Location,Citation,ACM Fellow Profile,Google Scholar Profile,Affiliation,Interests
470,Michael Wooldridge,2015,United Kingdom,For contributions to multi-agent systems and the formalization of rational action in multi-agent environments.,https://awards.acm.org/award-recipients/wooldridge_UK33119,https://scholar.google.com/citations?user=JD8v9fkAAAAJ,University of Oxford,artificial intelligence multi-agent systems multiagent systems knowledge representation computer science
471,Nancy M Amato,2015,USA,"For contributions to robotics and leadership in broadening participation in computing.",https://awards.acm.org/award-recipients/amato_4421558,https://scholar.google.com/citations?user=AmaB9c4AAAAJ,"Abel Bliss Professor and Head, Computer Science, University of Illinois",motion planning robotics computational biology computational geometry parallel and distributed computing
472,Orna Grumberg,2015,Israel,For contributions to research in automated formal verification of hardware and software systems.,https://awards.acm.org/award-recipients/grumberg_3069713,https://scholar.google.com/citations?user=ZPed8YYAAAAJ,"Professor of Computer Science, Technion",Formal verification model checking
473,Patrick McDaniel,2015,USA,For contributions to computer and mobile systems security.,https://awards.acm.org/award-recipients/mcdaniel_8949018,https://scholar.google.com/citations?user=AMGqrI0AAAAJ,"William L. Weiss Professor, Computer Science and Engineering, Penn State Unviersity",computer and network security network management networking cellular systems mobile operating systems
474,Paul Dourish,2015,USA,For contributions in social computing and human-computer interaction.,https://awards.acm.org/award-recipients/dourish_3480381,https://scholar.google.com/citations?user=wyCIJfQAAAAJ,"Steckler Endowed Chair of Information and Computer Science, University of California …",Human-Computer Interaction Computer-Supported Cooperative Work Ubiquitous Computing Science and Technology Studies
475,Peter Schroeder,2015,USA,For contributions to computer graphics and geometry processing.,https://awards.acm.org/award-recipients/schroeder_2750750,https://scholar.google.com/citations?user=t3TgxNwAAAAJ,"Professor of Computer Science and Applied & Computational Mathematics, Caltech",Computer Graphics
476,Ramanathan Guha,2015,USA,For contributions to structured data representation and specification and their impact on the Web.,https://awards.acm.org/award-recipients/guha_1031819,,,[]
477,Santosh Vempala,2015,India,For contributions to algorithms for convex sets and probability distributions.,https://awards.acm.org/award-recipients/vempala_0298773,https://scholar.google.com/citations?user=hRggMmIAAAAJ,Georgia Tech,Algorithms Randomness High-dimensional Geometry Optimization Foundations of Data Science
478,Shmuel Sagiv,2015,Israel,For contributions to the theory and practice of automated analysis and verification of software.,https://awards.acm.org/award-recipients/sagiv_4372223,,,[]
479,Sriram Rajamani,2015,India,For contributions to software analysis and defect detection.,https://awards.acm.org/award-recipients/rajamani_4149217,https://scholar.google.com/citations?user=o-EdErcAAAAJ,Microsoft Research ,programming languages verification security systems machine learning
480,Tandy Warnow,2015,USA,"For contributions to mathematical theory, algorithms, and software for large-scale molecular phylogenetics and historical linguistics.",https://awards.acm.org/award-recipients/warnow_1091023,https://scholar.google.com/citations?user=BYZtDXEAAAAJ,"University of Illinois, Department of Computer Science",computational biology phylogenetics machine learning historical linguistics multiple sequence alignment
481,Tei-Wei Kuo ,2015,Taiwan,For contributions to performance and reliability enhancement of flash-memory storage systems.,https://awards.acm.org/award-recipients/kuo_0302666,https://scholar.google.com/citations?user=gBuHlIQAAAAJ,"Professor of Computer Science and Information Engineering, National Taiwan University",real-time systems embedded systems flash memory non-volatile memory real-time database systems
482,Ueli M Maurer,2015,Switzerland,For contributions to cryptography and information security.,https://awards.acm.org/award-recipients/maurer_4204848,,,[]
483,Victor Miller,2015,USA,For contributions to cryptography and software research.,https://awards.acm.org/award-recipients/miller_2751441,https://scholar.google.com/citations?user=ewfv9nEAAAAJ,"Principal Computer Scientist, SRI International",Number Theory Cryptography
484,Wang-Chiew Tan Wang-Chiew,2015,USA,For contributions to data provenance and to the foundations of information integration.,https://awards.acm.org/award-recipients/tan_0563874,https://scholar.google.com/citations?user=sOY-wjkAAAAJ,Facebook AI,data management data provenance data integration natural language processing
485,Xavier Leroy,2015,France,"For contributions to safe, high-performance functional programming languages and compilers, and to compiler verification.",https://awards.acm.org/award-recipients/leroy_4273298,https://scholar.google.com/citations?user=K5yXAeAAAAAJ,Collège de France,Programming languages Software verification Program proof Compilers Functional programming
486,Yunhao Liu,2015,China,For contributions to sensor networks.,https://awards.acm.org/award-recipients/liu_4478877,https://scholar.google.com/citations?user=hon00PIAAAAJ,"ACM Fellow, IEEE Fellow, CCF Fellow, Tsinghua University",Wireless Sensor Networks/RFID Cyber Physical Systems and IoT Privacy and Security Cloud Computing
487,Adam Finkelstein ,2014,USA,"For contributions to non-photorealistic rendering, multi-resolution representations, and computer graphics.",https://awards.acm.org/award-recipients/finkelstein_5120159,https://scholar.google.com/citations?user=a959F6AAAAAJ,"Professor of Computer Science, Princeton University",Computer Graphics Audio Machine Learning Human-Computer Interaction
488,Allan Borodin,2014,Canada,"For contributions to theoretical computer science in complexity, on-line algorithms, resource tradeoffs, and models of algorithmic paradigms.",https://awards.acm.org/award-recipients/borodin_N003921,https://scholar.google.com/citations?user=VIFfuYgAAAAJ,"Professor of Computer Science, University of Toronto",theoretical computer science algorithm design
489,Aravind Srinivasan,2014,USA,"For contributions to algorithms, probabilistic methods, and networks.",https://awards.acm.org/award-recipients/srinivasan_5108279,https://scholar.google.com/citations?user=sPzla6IAAAAJ,"Professor of Computer Science and Distinguished University Professor, University of …",Randomized algorithms Data Science Optimization E-commerce Digital & public health
490,Charles W Bachman,2014,USA,"For contributions to database technology, notably the integrated data store",https://awards.acm.org/award-recipients/bachman_9385610,,,[]
491,Daniela Rus,2014,USA,For contributions to robotics and sensor networks.,https://awards.acm.org/award-recipients/rus_7597545,https://scholar.google.com/citations?user=910z20QAAAAJ,"Andrew (1956) and Erna Viterbi Professor of Computer Science, MIT",Robotics Wireless Networks Distributed Computing
492,Dr Faith Ellen,2014,Canada,"For contributions to data structures, and the theory of distributed and parallel computing.",https://awards.acm.org/award-recipients/ellen_1645878,https://scholar.google.com/citations?user=AM3v-8sAAAAJ,"Professor of Religion and Environmental Studies, Southwestern University",animals and religion religion and the environment history of Christianity history of Judaism
493,Dr. Eric Horvitz,2014,USA,"For contributions to artificial intelligence, and human-computer interaction.",https://awards.acm.org/award-recipients/horvitz_4722252,https://scholar.google.com/citations?user=V4OPEAgAAAAJ,Microsoft Research,Machine intelligence decision theory decisions under uncertainty information retrieval bounded rationality
494,Dr. Mark Guzdial,2014,USA,"For contributions to computing education, and broadening participation.",https://awards.acm.org/award-recipients/guzdial_2795904,https://scholar.google.com/citations?user=iQV2L2IAAAAJ,"Professor, Computer Science, Engineering Education Research, University of Michigan",Computing Education Computer Science Education CS Education Learning Sciences & Technologies CSCL
495,Dr. Parthasarathy Ranganathan ,2014,USA,"For contributions to the areas of energy efficiency and server architectures.
",https://awards.acm.org/award-recipients/ranganathan_4587556,https://scholar.google.com/citations?user=S3gQoMgAAAAJ,Google,systems computer architecture datacenters energy efficiency power management
496,Eric Grimson,2014,USA,"For contributions to computer vision, and medical image computing.",https://awards.acm.org/award-recipients/grimson_0490961,https://scholar.google.com/citations?user=zZ0-4SUAAAAJ,MIT,Computer vision medical image analysis medical image computing
497,Foto Afrati,2014,Greece,For contributions to the theory of database systems.,https://awards.acm.org/award-recipients/afrati_5120647,https://scholar.google.com/citations?user=pU0dce0AAAAJ,"Professor of Computer Science, National Technical University of Athens",Databases algorithms distributed computation
498,Gernot Heiser,2014,Australia,For contributions demonstrating that provably correct operating systems are feasible and suitable for real-world use.,https://awards.acm.org/award-recipients/heiser_2552925,https://scholar.google.com/citations?user=0e0Vw3kAAAAJ,"Professor of Computer Science, UNSW Sydney",Operating Systems Embedded Systems Security and Trustworthiness Energy Management Real-Time Systems
499,Henning Schulzrinne,2014,USA,"For contributions to the design of protocols, applications, and algorithms for Internet multimedia.",https://awards.acm.org/award-recipients/schulzrinne_UI22946,https://scholar.google.com/citations?user=6IHX8J4AAAAJ,"Professor of Computer Science, Columbia University",Networks multimedia telecommunications policy IoT
500,Inderjit Dhillon,2014,USA,"For contributions to large-scale data analysis, machine learning and computational mathematics.",https://awards.acm.org/award-recipients/dhillon_8822330,https://scholar.google.com/citations?user=xBv5ZfkAAAAJ,"Distinguished Scientist at Google & Professor of Computer Science at UT Austin, Ex-VP at …",Machine Learning Deep Learning Big Data Analytics Numerical Linear Algebra Computational Mathematics
